yearstart,locationabbr,question,data_value,low_confidence_limit,high_confidence_limit,sample_size,total,age_years,education,sex,income,race/ethnicity,stratification1
2014,AL,Percent of adults aged 18 years and older who have obesity,40.6,36.9,44.4,"1,406",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2014,AL,Percent of adults aged 18 years and older who have obesity,35.4,30.3,40.7,776,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2014,AL,Percent of adults aged 18 years and older who have obesity,35.5,31.4,39.7,986,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2014,AL,Percent of adults aged 18 years and older who have obesity,32.4,28.5,36.5,959,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2014,AL,Percent of adults aged 18 years and older who have obesity,31.0,27.9,34.3,"1,425",,,,,"$75,000 or greater",,"$75,000 or greater"
2014,AL,Percent of adults aged 18 years and older who have obesity,20.4,16.5,25.1,409,,18 - 24,,,,,18 - 24
2014,AL,Percent of adults aged 18 years and older who have obesity,39.3,26.7,53.5,90,,,,,,2 or more races,2 or more races
2014,AL,Percent of adults aged 18 years and older who have obesity,31.7,27.5,36.2,703,,25 - 34,,,,,25 - 34
2014,AL,Percent of adults aged 18 years and older who have obesity,40.9,36.8,45.1,839,,35 - 44,,,,,35 - 44
2014,AL,Percent of adults aged 18 years and older who have obesity,39.9,36.6,43.3,"1,364",,45 - 54,,,,,45 - 54
2014,AL,Percent of adults aged 18 years and older who have obesity,37.4,34.5,40.3,"1,886",,55 - 64,,,,,55 - 64
2014,AL,Percent of adults aged 18 years and older who have obesity,28.9,26.8,31.1,"2,989",,65 or older,,,,,65 or older
2014,AL,Percent of adults aged 18 years and older who have obesity,35.2,22.5,50.4,90,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2014,AL,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Asian,Asian
2014,AL,Percent of adults aged 18 years and older who have obesity,28.1,25.6,30.6,"2,231",,,College graduate,,,,College graduate
2014,AL,Percent of adults aged 18 years and older who have obesity,28.0,24.8,31.4,"1,530",,,,,Data not reported,,Data not reported
2014,AL,Percent of adults aged 18 years and older who have obesity,32.9,31.2,34.8,"5,156",,,,Female,,,Female
2014,AL,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2014,AL,Percent of adults aged 18 years and older who have obesity,35.4,32.8,38.2,"2,622",,,High school graduate,,,,High school graduate
2014,AL,Percent of adults aged 18 years and older who have obesity,22.9,13.3,36.5,70,,,,,,Hispanic,Hispanic
2014,AL,Percent of adults aged 18 years and older who have obesity,34.5,30.6,38.6,"1,108",,,,,"Less than $15,000",,"Less than $15,000"
2014,AL,Percent of adults aged 18 years and older who have obesity,34.8,30.9,39.0,995,,,Less than high school,,,,Less than high school
2014,AL,Percent of adults aged 18 years and older who have obesity,34.1,31.9,36.5,"3,034",,,,Male,,,Male
2014,AL,Percent of adults aged 18 years and older who have obesity,41.9,38.8,45.0,"2,029",,,,,,Non-Hispanic Black,Non-Hispanic Black
2014,AL,Percent of adults aged 18 years and older who have obesity,31.4,29.8,33.1,"5,747",,,,,,Non-Hispanic White,Non-Hispanic White
2014,AL,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Other,Other
2014,AL,Percent of adults aged 18 years and older who have obesity,34.4,31.8,37.1,"2,333",,,Some college or technical sch,,,,Some college or technical school
2014,AL,Percent of adults aged 18 years and older who have obesity,33.5,32.1,35.0,"8,190",Total,,,,,,Total
2014,AK,Percent of adults aged 18 years and older who have obesity,29.6,23.9,36.0,435,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2014,AK,Percent of adults aged 18 years and older who have obesity,32.9,26.0,40.6,303,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2014,AK,Percent of adults aged 18 years and older who have obesity,36.0,30.2,42.2,488,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2014,AK,Percent of adults aged 18 years and older who have obesity,30.2,25.6,35.2,630,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2014,AK,Percent of adults aged 18 years and older who have obesity,29.3,26.3,32.5,"1,587",,,,,"$75,000 or greater",,"$75,000 or greater"
2014,AK,Percent of adults aged 18 years and older who have obesity,14.0,9.7,19.8,230,,18 - 24,,,,,18 - 24
2014,AK,Percent of adults aged 18 years and older who have obesity,34.0,25.0,44.3,158,,,,,,2 or more races,2 or more races
2014,AK,Percent of adults aged 18 years and older who have obesity,28.0,23.4,33.2,519,,25 - 34,,,,,25 - 34
2014,AK,Percent of adults aged 18 years and older who have obesity,33.6,28.7,38.9,612,,35 - 44,,,,,35 - 44
2014,AK,Percent of adults aged 18 years and older who have obesity,35.2,31.2,39.5,848,,45 - 54,,,,,45 - 54
2014,AK,Percent of adults aged 18 years and older who have obesity,34.5,30.4,38.9,"1,003",,55 - 64,,,,,55 - 64
2014,AK,Percent of adults aged 18 years and older who have obesity,29.6,25.7,33.8,930,,65 or older,,,,,65 or older
