yearstart,locationabbr,question,data_value,low_confidence_limit,high_confidence_limit,sample_size,total,age_years,education,sex,income,race/ethnicity,stratification1
2012,AL,Percent of adults aged 18 years and older who have obesity,35.2,31.6,38.8,"1,598",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2012,AL,Percent of adults aged 18 years and older who have obesity,29.0,24.7,33.6,871,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2012,AL,Percent of adults aged 18 years and older who have obesity,34.5,30.6,38.7,"1,014",,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2012,AL,Percent of adults aged 18 years and older who have obesity,34.5,30.6,38.6,"1,017",,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2012,AL,Percent of adults aged 18 years and older who have obesity,28.9,25.9,32.1,"1,414",,,,,"$75,000 or greater",,"$75,000 or greater"
2012,AL,Percent of adults aged 18 years and older who have obesity,23.9,18.9,29.7,363,,18 - 24,,,,,18 - 24
2012,AL,Percent of adults aged 18 years and older who have obesity,18.5,10.1,31.3,87,,,,,,2 or more races,2 or more races
2012,AL,Percent of adults aged 18 years and older who have obesity,31.3,27.4,35.6,731,,25 - 34,,,,,25 - 34
2012,AL,Percent of adults aged 18 years and older who have obesity,34.1,30.3,38.1,964,,35 - 44,,,,,35 - 44
2012,AL,Percent of adults aged 18 years and older who have obesity,39.7,36.5,43.1,"1,433",,45 - 54,,,,,45 - 54
2012,AL,Percent of adults aged 18 years and older who have obesity,40.3,37.5,43.2,"2,081",,55 - 64,,,,,55 - 64
2012,AL,Percent of adults aged 18 years and older who have obesity,26.9,24.8,29.0,"3,034",,65 or older,,,,,65 or older
2012,AL,Percent of adults aged 18 years and older who have obesity,26.5,15.8,41.0,81,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2012,AL,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Asian,Asian
2012,AL,Percent of adults aged 18 years and older who have obesity,27.8,25.5,30.3,"2,285",,,College graduate,,,,College graduate
2012,AL,Percent of adults aged 18 years and older who have obesity,28.4,24.8,32.3,"1,512",,,,,Data not reported,,Data not reported
2012,AL,Percent of adults aged 18 years and older who have obesity,34.1,32.3,35.9,"5,635",,,,Female,,,Female
2012,AL,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2012,AL,Percent of adults aged 18 years and older who have obesity,33.5,31.1,36.1,"2,772",,,High school graduate,,,,High school graduate
2012,AL,Percent of adults aged 18 years and older who have obesity,24.1,15.6,35.3,132,,,,,,Hispanic,Hispanic
2012,AL,Percent of adults aged 18 years and older who have obesity,40.8,36.6,45.2,"1,225",,,,,"Less than $15,000",,"Less than $15,000"
2012,AL,Percent of adults aged 18 years and older who have obesity,35.2,31.2,39.4,"1,180",,,Less than high school,,,,Less than high school
2012,AL,Percent of adults aged 18 years and older who have obesity,31.8,29.5,34.1,"3,016",,,,Male,,,Male
2012,AL,Percent of adults aged 18 years and older who have obesity,44.1,41.0,47.2,"2,165",,,,,,Non-Hispanic Black,Non-Hispanic Black
2012,AL,Percent of adults aged 18 years and older who have obesity,30.1,28.4,31.9,"6,024",,,,,,Non-Hispanic White,Non-Hispanic White
2012,AL,Percent of adults aged 18 years and older who have obesity,24.4,11.7,44.0,54,,,,,,Other,Other
2012,AL,Percent of adults aged 18 years and older who have obesity,34.4,31.7,37.3,"2,405",,,Some college or technical sch,,,,Some college or technical school
2012,AL,Percent of adults aged 18 years and older who have obesity,33.0,31.5,34.4,"8,651",Total,,,,,,Total
2012,AK,Percent of adults aged 18 years and older who have obesity,24.2,19.4,29.7,454,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2012,AK,Percent of adults aged 18 years and older who have obesity,24.0,18.9,30.0,344,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2012,AK,Percent of adults aged 18 years and older who have obesity,27.3,22.0,33.3,479,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2012,AK,Percent of adults aged 18 years and older who have obesity,28.4,23.8,33.6,636,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2012,AK,Percent of adults aged 18 years and older who have obesity,26.4,23.3,29.7,"1,300",,,,,"$75,000 or greater",,"$75,000 or greater"
2012,AK,Percent of adults aged 18 years and older who have obesity,9.0,6.2,12.9,287,,18 - 24,,,,,18 - 24
2012,AK,Percent of adults aged 18 years and older who have obesity,22.4,15.0,32.0,154,,,,,,2 or more races,2 or more races
2012,AK,Percent of adults aged 18 years and older who have obesity,20.1,16.5,24.2,610,,25 - 34,,,,,25 - 34
2012,AK,Percent of adults aged 18 years and older who have obesity,30.3,25.5,35.5,665,,35 - 44,,,,,35 - 44
2012,AK,Percent of adults aged 18 years and older who have obesity,32.6,28.4,37.0,831,,45 - 54,,,,,45 - 54
2012,AK,Percent of adults aged 18 years and older who have obesity,32.3,28.2,36.6,924,,55 - 64,,,,,55 - 64
2012,AK,Percent of adults aged 18 years and older who have obesity,26.8,22.7,31.3,751,,65 or older,,,,,65 or older
2012,AK,Percent of adults aged 18 years and older who have obesity,31.9,27.5,36.6,748,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2012,AK,Percent of adults aged 18 years and older who have obesity,2.3,0.9,5.7,82,,,,,,Asian,Asian
2012,AK,Percent of adults aged 18 years and older who have obesity,24.9,22.0,27.9,"1,376",,,College graduate,,,,College graduate
2012,AK,Percent of adults aged 18 years and older who have obesity,20.2,16.0,25.0,523,,,,,Data not reported,,Data not reported
2012,AK,Percent of adults aged 18 years and older who have obesity,25.4,23.0,28.0,"2,136",,,,Female,,,Female
2012,AK,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2012,AK,Percent of adults aged 18 years and older who have obesity,25.8,22.7,29.2,"1,175",,,High school graduate,,,,High school graduate
2012,AK,Percent of adults aged 18 years and older who have obesity,21.1,13.1,32.2,122,,,,,,Hispanic,Hispanic
2012,AK,Percent of adults aged 18 years and older who have obesity,29.4,23.5,36.2,357,,,,,"Less than $15,000",,"Less than $15,000"
2012,AK,Percent of adults aged 18 years and older who have obesity,23.3,17.4,30.5,287,,,Less than high school,,,,Less than high school
2012,AK,Percent of adults aged 18 years and older who have obesity,25.9,23.4,28.6,"1,957",,,,Male,,,Male
2012,AK,Percent of adults aged 18 years and older who have obesity,39.0,25.1,54.8,55,,,,,,Non-Hispanic Black,Non-Hispanic Black
2012,AK,Percent of adults aged 18 years and older who have obesity,26.0,23.9,28.2,"2,782",,,,,,Non-Hispanic White,Non-Hispanic White
2012,AK,Percent of adults aged 18 years and older who have obesity,21.5,12.5,34.6,84,,,,,,Other,Other
2012,AK,Percent of adults aged 18 years and older who have obesity,26.9,23.8,30.2,"1,250",,,Some college or technical sch,,,,Some college or technical school
2012,AK,Percent of adults aged 18 years and older who have obesity,25.7,23.9,27.5,"4,093",Total,,,,,,Total
2012,AZ,Percent of adults aged 18 years and older who have obesity,29.1,24.9,33.6,"1,204",,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2012,AZ,Percent of adults aged 18 years and older who have obesity,25.9,21.1,31.5,725,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2012,AZ,Percent of adults aged 18 years and older who have obesity,26.2,21.9,31.1,913,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2012,AZ,Percent of adults aged 18 years and older who have obesity,28.1,23.6,33.0,920,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2012,AZ,Percent of adults aged 18 years and older who have obesity,21.6,18.5,25.1,"1,369",,,,,"$75,000 or greater",,"$75,000 or greater"
2012,AZ,Percent of adults aged 18 years and older who have obesity,16.2,11.6,22.3,348,,18 - 24,,,,,18 - 24
2012,AZ,Percent of adults aged 18 years and older who have obesity,31.6,20.1,45.9,97,,,,,,2 or more races,2 or more races
2012,AZ,Percent of adults aged 18 years and older who have obesity,29.2,24.5,34.5,591,,25 - 34,,,,,25 - 34
2012,AZ,Percent of adults aged 18 years and older who have obesity,30.4,25.7,35.5,684,,35 - 44,,,,,35 - 44
2012,AZ,Percent of adults aged 18 years and older who have obesity,27.6,23.6,31.9,"1,001",,45 - 54,,,,,45 - 54
2012,AZ,Percent of adults aged 18 years and older who have obesity,30.3,26.7,34.2,"1,462",,55 - 64,,,,,55 - 64
2012,AZ,Percent of adults aged 18 years and older who have obesity,22.6,20.3,25.0,"2,805",,65 or older,,,,,65 or older
2012,AZ,Percent of adults aged 18 years and older who have obesity,45.8,36.2,55.7,289,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2012,AZ,Percent of adults aged 18 years and older who have obesity,4.3,1.2,13.8,74,,,,,,Asian,Asian
2012,AZ,Percent of adults aged 18 years and older who have obesity,22.3,19.8,25.0,"2,350",,,College graduate,,,,College graduate
2012,AZ,Percent of adults aged 18 years and older who have obesity,22.4,17.9,27.5,972,,,,,Data not reported,,Data not reported
2012,AZ,Percent of adults aged 18 years and older who have obesity,25.6,23.3,28.1,"4,003",,,,Female,,,Female
2012,AZ,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2012,AZ,Percent of adults aged 18 years and older who have obesity,26.9,23.7,30.4,"1,793",,,High school graduate,,,,High school graduate
2012,AZ,Percent of adults aged 18 years and older who have obesity,30.9,26.6,35.6,"1,050",,,,,,Hispanic,Hispanic
2012,AZ,Percent of adults aged 18 years and older who have obesity,31.1,25.7,37.1,848,,,,,"Less than $15,000",,"Less than $15,000"
2012,AZ,Percent of adults aged 18 years and older who have obesity,32.3,26.4,38.8,588,,,Less than high school,,,,Less than high school
2012,AZ,Percent of adults aged 18 years and older who have obesity,26.4,24.0,29.0,"2,948",,,,Male,,,Male
2012,AZ,Percent of adults aged 18 years and older who have obesity,35.4,25.1,47.3,120,,,,,,Non-Hispanic Black,Non-Hispanic Black
2012,AZ,Percent of adults aged 18 years and older who have obesity,23.1,21.4,24.9,"5,108",,,,,,Non-Hispanic White,Non-Hispanic White
2012,AZ,Percent of adults aged 18 years and older who have obesity,27.2,13.5,47.3,63,,,,,,Other,Other
2012,AZ,Percent of adults aged 18 years and older who have obesity,25.3,22.6,28.3,"2,201",,,Some college or technical sch,,,,Some college or technical school
2012,AZ,Percent of adults aged 18 years and older who have obesity,26.0,24.3,27.8,"6,951",Total,,,,,,Total
2012,AR,Percent of adults aged 18 years and older who have obesity,38.5,34.1,43.2,907,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2012,AR,Percent of adults aged 18 years and older who have obesity,29.2,24.0,34.9,507,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2012,AR,Percent of adults aged 18 years and older who have obesity,36.0,31.2,41.2,631,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2012,AR,Percent of adults aged 18 years and older who have obesity,37.9,33.0,43.0,611,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2012,AR,Percent of adults aged 18 years and older who have obesity,30.0,25.9,34.4,734,,,,,"$75,000 or greater",,"$75,000 or greater"
2012,AR,Percent of adults aged 18 years and older who have obesity,27.1,20.7,34.5,209,,18 - 24,,,,,18 - 24
2012,AR,Percent of adults aged 18 years and older who have obesity,33.0,20.7,48.2,72,,,,,,2 or more races,2 or more races
2012,AR,Percent of adults aged 18 years and older who have obesity,33.7,28.8,39.0,449,,25 - 34,,,,,25 - 34
2012,AR,Percent of adults aged 18 years and older who have obesity,43.4,38.2,48.8,481,,35 - 44,,,,,35 - 44
2012,AR,Percent of adults aged 18 years and older who have obesity,40.4,36.3,44.6,823,,45 - 54,,,,,45 - 54
2012,AR,Percent of adults aged 18 years and older who have obesity,37.2,33.6,40.9,"1,063",,55 - 64,,,,,55 - 64
2012,AR,Percent of adults aged 18 years and older who have obesity,25.9,23.5,28.5,"1,886",,65 or older,,,,,65 or older
2012,AR,Percent of adults aged 18 years and older who have obesity,46.0,29.8,63.1,60,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2012,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Asian,Asian
2012,AR,Percent of adults aged 18 years and older who have obesity,30.7,27.5,34.2,"1,235",,,College graduate,,,,College graduate
2012,AR,Percent of adults aged 18 years and older who have obesity,30.2,25.5,35.3,780,,,,,Data not reported,,Data not reported
2012,AR,Percent of adults aged 18 years and older who have obesity,35.1,32.7,37.5,"3,006",,,,Female,,,Female
2012,AR,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2012,AR,Percent of adults aged 18 years and older who have obesity,36.0,33.0,39.2,"1,775",,,High school graduate,,,,High school graduate
