yearstart,locationabbr,question,data_value,low_confidence_limit,high_confidence_limit,sample_size,total,age_years,education,sex,income,race/ethnicity,stratification1
2023,AL,Percent of adults aged 18 years and older who have obesity,39.4,32.2,47.1,319,,,,,"$15,000 - $24,999",,"$15,000 - $24,999"
2023,AL,Percent of adults aged 18 years and older who have obesity,41.5,35.3,48.0,389,,,,,"$25,000 - $34,999",,"$25,000 - $34,999"
2023,AL,Percent of adults aged 18 years and older who have obesity,42.4,37.2,47.8,545,,,,,"$35,000 - $49,999",,"$35,000 - $49,999"
2023,AL,Percent of adults aged 18 years and older who have obesity,40.3,35.0,45.9,541,,,,,"$50,000 - $74,999",,"$50,000 - $74,999"
2023,AL,Percent of adults aged 18 years and older who have obesity,39.6,33.6,46.0,435,,,,,"$75,000 or greater",,"$75,000 or greater"
2023,AL,Percent of adults aged 18 years and older who have obesity,26.1,19.8,33.6,208,,18 - 24,,,,,18 - 24
2023,AL,Percent of adults aged 18 years and older who have obesity,37.6,24.2,53.1,80,,,,,,2 or more races,2 or more races
2023,AL,Percent of adults aged 18 years and older who have obesity,39.5,34.2,45.1,400,,25 - 34,,,,,25 - 34
2023,AL,Percent of adults aged 18 years and older who have obesity,45.3,40.1,50.6,482,,35 - 44,,,,,35 - 44
2023,AL,Percent of adults aged 18 years and older who have obesity,44.6,39.7,49.7,600,,45 - 54,,,,,45 - 54
2023,AL,Percent of adults aged 18 years and older who have obesity,46.8,42.5,51.1,750,,55 - 64,,,,,55 - 64
2023,AL,Percent of adults aged 18 years and older who have obesity,33.6,30.5,36.9,"1,637",,65 or older,,,,,65 or older
2023,AL,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,American Indian/Alaska Native,American Indian/Alaska Native
2023,AL,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Asian,Asian
2023,AL,Percent of adults aged 18 years and older who have obesity,35.0,32.1,38.1,"1,427",,,College graduate,,,,College graduate
2023,AL,Percent of adults aged 18 years and older who have obesity,36.2,33.2,39.3,"1,638",,,,,Data not reported,,Data not reported
2023,AL,Percent of adults aged 18 years and older who have obesity,40.7,38.0,43.4,"2,357",,,,Female,,,Female
2023,AL,Percent of adults aged 18 years and older who have obesity,,,,,,,,,,Hawaiian/Pacific Islander,Hawaiian/Pacific Islander
2023,AL,Percent of adults aged 18 years and older who have obesity,39.4,35.8,43.2,"1,135",,,High school graduate,,,,High school graduate
2023,AL,Percent of adults aged 18 years and older who have obesity,36.6,26.0,48.7,90,,,,,,Hispanic,Hispanic
